ds,yhat,Product_Name
2024-11-17,62.73039706788168,Arabica Coffee
2024-11-22,216.9647146374282,Arabica Coffee
2024-12-27,213.738539479035,Arabica Coffee
2025-01-04,187.52071755272664,Arabica Coffee
2025-01-05,58.213751846675144,Arabica Coffee
2025-01-06,-156.63499423174454,Arabica Coffee
2025-01-07,58.170727378364134,Arabica Coffee
2025-01-08,121.60833534005135,Arabica Coffee
2025-01-09,193.31358787275173,Arabica Coffee
2025-01-10,212.44806941522842,Arabica Coffee
2025-01-11,186.875482521202,Arabica Coffee
2025-01-12,57.5685168148728,Arabica Coffee
2025-01-13,-157.2802292633732,Arabica Coffee
2025-01-14,57.52549234688502,Arabica Coffee
2025-01-15,120.96310030846658,Arabica Coffee
2025-01-16,192.6683528413093,Arabica Coffee
2025-01-17,211.80283438400056,Arabica Coffee
2025-01-18,186.23024748877455,Arabica Coffee
2025-01-19,56.92328178307045,Arabica Coffee
2025-01-20,-157.9254642950852,Arabica Coffee
2025-01-21,56.88025731540588,Arabica Coffee
2025-01-22,120.31786527666524,Arabica Coffee
2025-01-23,192.02311780955927,Arabica Coffee
2025-01-24,211.1575993520973,Arabica Coffee
2025-01-25,185.58501245765356,Arabica Coffee
2025-01-26,56.27804675126807,Arabica Coffee
2025-01-27,-158.57069932671385,Arabica Coffee
2025-01-28,56.235022283761545,Arabica Coffee
2025-01-29,119.67263024529697,Arabica Coffee
2025-01-30,191.3778827778092,Arabica Coffee
2025-01-31,210.51236432030413,Arabica Coffee
2025-02-01,184.93977742582803,Arabica Coffee
2025-02-02,55.63281171926115,Arabica Coffee
2025-02-03,-159.21593435841015,Arabica Coffee
2024-03-15,183.00010023313388,Arborio Rice
2024-03-18,65.99816164031229,Arborio Rice
2024-05-02,126.00163545446051,Arborio Rice
2024-09-21,149.9990192019894,Arborio Rice
2024-11-23,218.99884019773245,Arborio Rice
2024-11-26,179.9971753542256,Arborio Rice
2024-11-27,-1639.5736498062786,Arborio Rice
2024-11-28,386.52226805887597,Arborio Rice
2024-11-29,498.9700015523541,Arborio Rice
2024-11-30,226.66548697861634,Arborio Rice
2024-12-01,1380.8490998023626,Arborio Rice
2024-12-02,381.16520125384284,Arborio Rice
2024-12-03,187.66382213037303,Arborio Rice
2024-12-04,-1631.9070030256967,Arborio Rice
2024-12-05,394.188914827442,Arborio Rice
2024-12-06,506.6366483260396,Arborio Rice
2024-12-07,234.332133755001,Arborio Rice
2024-12-08,1388.5157465747673,Arborio Rice
2024-12-09,388.83184803188806,Arborio Rice
2024-12-10,195.33046890652048,Arborio Rice
2024-12-11,-1624.2403562498139,Arborio Rice
2024-12-12,401.85556160867645,Arborio Rice
2024-12-13,514.3032951047314,Arborio Rice
2024-12-14,241.99878053138568,Arborio Rice
2024-12-15,1396.1823933568548,Arborio Rice
2024-12-16,396.49849480648504,Arborio Rice
2024-12-17,202.99711568301507,Arborio Rice
2024-12-18,-1616.5737094715814,Arborio Rice
2024-12-19,409.5222083899108,Arborio Rice
2024-12-20,521.9699418784166,Arborio Rice
2024-12-21,249.66542730777033,Arborio Rice
2024-12-22,1403.8490401354886,Arborio Rice
2024-12-23,404.16514158453015,Arborio Rice
2024-12-24,210.66376246531598,Arborio Rice
2024-12-25,-1608.9070626933496,Arborio Rice
2024-12-26,417.1888551633723,Arborio Rice
2024-04-05,218.91229323757818,Asparagus
2024-08-05,201.3843792583155,Asparagus
2024-09-12,293.98400723331804,Asparagus
2024-10-08,146.9469055217792,Asparagus
2024-10-12,74.97643655194778,Asparagus
2024-10-14,173.58000211372274,Asparagus
2024-10-18,141.06003728670228,Asparagus
2025-01-14,108.02077744435924,Asparagus
2025-01-15,-246.24742781280804,Asparagus
2025-01-16,243.93612827742857,Asparagus
2025-01-17,104.91434692703407,Asparagus
2025-01-18,36.05030847150261,Asparagus
2025-01-19,-247.83607751650223,Asparagus
2025-01-20,134.65387403375766,Asparagus
2025-01-21,105.24033972342492,Asparagus
2025-01-22,-249.02786553217766,Asparagus
2025-01-23,241.1556905578117,Asparagus
2025-01-24,102.1339092068654,Asparagus
2025-01-25,33.269870753157534,Asparagus
2025-01-26,-250.6165152360965,Asparagus
2025-01-27,131.8734363147674,Asparagus
2025-01-28,102.45990200449852,Asparagus
2025-01-29,-251.8083032530435,Asparagus
2025-01-30,238.37525283819485,Asparagus
2025-01-31,99.35347148744685,Asparagus
2025-02-01,30.489433032810776,Asparagus
2025-02-02,-253.3969529565985,Asparagus
2025-02-03,129.0929985947162,Asparagus
2025-02-04,99.67946428467712,Asparagus
2025-02-05,-254.58874097246496,Asparagus
2025-02-06,235.5948151185781,Asparagus
2025-02-07,96.57303376727822,Asparagus
2025-02-08,27.7089953130388,Asparagus
2025-02-09,-256.17739067528515,Asparagus
2025-02-10,126.31256087466502,Asparagus
2025-02-11,96.89902656575066,Asparagus
2025-02-12,-257.36917869258264,Asparagus
2025-02-13,232.81437739861715,Asparagus
2024-04-10,215.0083291464338,Avocado Oil
2024-06-11,217.0521524735116,Avocado Oil
2024-06-22,190.95814959846714,Avocado Oil
2024-06-29,195.49676163651645,Avocado Oil
2024-07-01,167.99627243324906,Avocado Oil
2024-09-15,79.95973855126897,Avocado Oil
2024-09-26,-9.861740494452704,Avocado Oil
2024-10-01,289.66994503665615,Avocado Oil
2024-10-04,208.44516302298751,Avocado Oil
2024-12-18,378.3983625235303,Avocado Oil
2025-01-13,295.07740954444387,Avocado Oil
2025-02-23,184.34781557813588,Avocado Oil
2025-05-15,139.91245700037672,Avocado Oil
2025-06-19,162.60551722832332,Avocado Oil
2025-06-22,261.50422035406393,Avocado Oil
2025-07-12,440.5818119426866,Avocado Oil
2025-09-05,426.2985412098533,Avocado Oil
2025-09-06,476.89070830794395,Avocado Oil
2025-09-07,311.42895285607585,Avocado Oil
2025-09-08,449.39021910773084,Avocado Oil
2025-09-09,512.0619352649148,Avocado Oil
2025-09-10,550.8656202724733,Avocado Oil
2025-09-11,217.06886177575575,Avocado Oil
2025-09-12,430.8371532542072,Avocado Oil
2025-09-13,481.42932035420193,Avocado Oil
2025-09-14,315.96756490148783,Avocado Oil
2025-09-15,453.9288311527542,Avocado Oil
2025-09-16,516.6005473105558,Avocado Oil
2025-09-17,555.4042323179789,Avocado Oil
2025-09-18,221.6074738214118,Avocado Oil
2025-09-19,435.3757653003496,Avocado Oil
2025-09-20,485.96793239959317,Avocado Oil
2025-09-21,320.50617694689976,Avocado Oil
2025-09-22,458.4674431982335,Avocado Oil
2025-09-23,521.1391593563436,Avocado Oil
2025-09-24,559.9428443632769,Avocado Oil
2025-09-25,226.14608586706785,Avocado Oil
2025-09-26,439.9143773454969,Avocado Oil
2025-09-27,490.50654444528834,Avocado Oil
2025-09-28,325.04478899282844,Avocado Oil
2025-09-29,463.00605524444916,Avocado Oil
2025-09-30,525.6777714021312,Avocado Oil
2025-10-01,564.4814564098212,Avocado Oil
2025-10-02,230.68469791272386,Avocado Oil
2025-10-03,444.45298939163916,Avocado Oil
2025-10-04,495.0451564904206,Avocado Oil
2025-10-05,329.58340103772366,Avocado Oil
2024-03-30,219.99299663921477,Banana
2024-08-08,127.65383960341669,Banana
2024-09-04,209.8179085028242,Banana
2024-09-17,264.40998163894807,Banana
2024-10-31,168.51442640709672,Banana
2024-12-10,305.27056843581283,Banana
2025-02-01,369.8151482564442,Banana
2025-03-04,346.1311552316039,Banana
2025-04-10,246.830551096308,Banana
2025-04-19,407.27068614754677,Banana
2025-04-30,325.5895710867377,Banana
2025-05-26,399.4923128676721,Banana
2025-07-29,417.63718208938167,Banana
2025-08-27,383.47540234392005,Banana
2025-08-28,314.93152904690834,Banana
2025-08-29,163.31508161572626,Banana
2025-08-30,471.96661519966426,Banana
2025-08-31,164.28806170997512,Banana
2025-09-01,447.16299743104275,Banana
2025-09-02,434.6624265775181,Banana
2025-09-03,386.8804512409856,Banana
2025-09-04,318.3365779447573,Banana
2025-09-05,166.72013051362617,Banana
2025-09-06,475.37166409698864,Banana
2025-09-07,167.69311060744573,Banana
2025-09-08,450.56804632910246,Banana
2025-09-09,438.0674754740544,Banana
2025-09-10,390.2855001380512,Banana
2025-09-11,321.74162684147956,Banana
2025-09-12,170.12517941006985,Banana
2025-09-13,478.77671299454084,Banana
2025-09-14,171.09815950491628,Banana
2025-09-15,453.9730952258929,Banana
2025-09-16,441.47252437172267,Banana
2025-09-17,393.69054903609447,Banana
2025-09-18,325.1466757390366,Banana
2025-09-19,173.5302283079697,Banana
2025-09-20,482.18176189190734,Banana
2025-09-21,174.5032084023869,Banana
2025-09-22,457.37814412395267,Banana
2025-09-23,444.8775732684639,Banana
2025-09-24,397.0955979321823,Banana
2025-09-25,328.55172463659363,Banana
2025-09-26,176.9352772048166,Banana
2024-09-10,378.5176269717916,Barley
2024-10-11,260.6512786191333,Barley
2024-10-19,24.559241258432195,Barley
2024-11-17,326.27184228562453,Barley
2024-11-19,345.20201754844004,Barley
2024-12-16,326.2327480155491,Barley
2025-04-04,177.36225459542567,Barley
2025-05-09,160.70444945904762,Barley
2025-05-14,100.16464339498727,Barley
2025-06-26,205.06798340825716,Barley
2025-08-03,203.00408571524437,Barley
2025-08-04,216.29123517056343,Barley
2025-08-05,221.93426094888144,Barley
2025-08-06,60.18591130589434,Barley
2025-08-07,185.07861736356105,Barley
2025-08-08,117.39415636365047,Barley
2025-08-09,-115.36632003384085,Barley
2025-08-10,199.67252470817925,Barley
2025-08-11,212.9596741633043,Barley
2025-08-12,218.60269994161047,Barley
2025-08-13,56.85435029838365,Barley
2025-08-14,181.74705635661044,Barley
2025-08-15,114.06259535568776,Barley
2025-08-16,-118.69788104137923,Barley
2025-08-17,196.3409637008648,Barley
2025-08-18,209.62811315578745,Barley
2025-08-19,215.27113893469775,Barley
2025-08-20,53.522789290616544,Barley
2025-08-21,178.4154953485205,Barley
2025-08-22,110.73103434874974,Barley
2025-08-23,-122.02944204886732,Barley
2025-08-24,193.00940269258132,Barley
2025-08-25,206.2965521482706,Barley
2025-08-26,211.93957792706993,Barley
2025-08-27,50.19122828336366,Barley
2025-08-28,175.0839343415699,Barley
2025-08-29,107.39947334078701,Barley
2025-08-30,-125.36100305635546,Barley
2025-08-31,189.67784168526686,Barley
2025-09-01,202.96499114101147,Barley
2025-09-02,208.60801691908523,Barley
2024-04-26,149.21075525246664,Basmati Rice
2024-07-12,151.42545407447764,Basmati Rice
2024-08-27,179.75003414354052,Basmati Rice
2024-08-30,152.8348078495851,Basmati Rice
2024-10-02,159.47398045012233,Basmati Rice
2024-10-21,207.21148730759532,Basmati Rice
2024-12-01,206.78116801848273,Basmati Rice
2024-12-06,155.65351534710072,Basmati Rice
2024-12-08,206.98250426838123,Basmati Rice
2024-12-19,224.86095167052173,Basmati Rice
2024-12-22,207.38517676700758,Basmati Rice
2025-02-19,163.50070547153925,Basmati Rice
2025-03-17,211.4395486083029,Basmati Rice
2025-04-20,210.807893127079,Basmati Rice
2025-05-17,131.11682639786423,Basmati Rice
2025-06-05,229.69302183639357,Basmati Rice
2025-07-26,133.13018898145242,Basmati Rice
2025-07-27,213.62660074389242,Basmati Rice
2025-07-28,215.26493751712474,Basmati Rice
2025-07-29,189.41417436974484,Basmati Rice
2025-07-30,168.13143941244772,Basmati Rice
2025-07-31,231.30371190315793,Basmati Rice
2025-08-01,162.49894807803722,Basmati Rice
2025-08-02,133.33152523980038,Basmati Rice
2025-08-03,213.82793700222584,Basmati Rice
2025-08-04,215.46627377549794,Basmati Rice
2025-08-05,189.61551062807004,Basmati Rice
2025-08-06,168.33277567080762,Basmati Rice
2025-08-07,231.50504816157095,Basmati Rice
2025-08-08,162.70028433666343,Basmati Rice
2025-08-09,133.5328614981483,Basmati Rice
2025-08-10,214.0292732607549,Basmati Rice
2025-08-11,215.66761003374933,Basmati Rice
2025-08-12,189.81684688638327,Basmati Rice
2025-08-13,168.53411192899952,Basmati Rice
2025-08-14,231.70638441998395,Basmati Rice
2025-08-15,162.901620594876,Basmati Rice
2025-08-16,133.7341977563775,Basmati Rice
2025-08-17,214.23060951908832,Basmati Rice
2025-08-18,215.86894629212253,Basmati Rice
2025-08-19,190.01818314487477,Basmati Rice
2025-08-20,168.7354481873594,Basmati Rice
2025-08-21,231.90772067823102,Basmati Rice
2025-08-22,163.1029568533086,Basmati Rice
2025-08-23,133.93553401472548,Basmati Rice
2025-08-24,214.43194577720942,Basmati Rice
2025-08-25,216.0702825504958,Basmati Rice
2024-09-30,26.993938399402694,Beetroot
2024-10-06,231.9445059214744,Beetroot
2024-10-26,366.56144456121746,Beetroot
2024-11-23,374.2765170094282,Beetroot
2024-11-29,266.04750844321075,Beetroot
2025-03-21,296.90779823272743,Beetroot
2025-03-29,408.9943430338743,Beetroot
2025-04-11,302.69410259774247,Beetroot
2025-05-16,312.337943217811,Beetroot
2025-05-17,422.4957199004523,Beetroot
2025-05-18,293.66508561275646,Beetroot
2025-05-19,90.64328620988394,Beetroot
2025-05-20,-22.565016212435495,Beetroot
2025-05-21,-22.28953217564586,Beetroot
2025-05-22,-22.014188879640386,Beetroot
2025-05-23,314.2667113417778,Beetroot
2025-05-24,424.4244880243141,Beetroot
2025-05-25,295.5938537363036,Beetroot
2025-05-26,92.57205433337768,Beetroot
2025-05-27,-20.636248088549024,Beetroot
2025-05-28,-20.36076405186469,Beetroot
2025-05-29,-20.08542075572751,Beetroot
2025-05-30,316.19547946445914,Beetroot
2025-05-31,426.3532561481337,Beetroot
2025-06-01,297.52262186009705,Beetroot
2025-06-02,94.50082245735553,Beetroot
2025-06-03,-18.707479965042126,Beetroot
2025-06-04,-18.431995927956763,Beetroot
2025-06-05,-18.156652631805002,Beetroot
2025-06-06,318.1242475885432,Beetroot
2025-06-07,428.2820242717517,Beetroot
2025-06-08,299.45138998364416,Beetroot
2025-06-09,96.42959058084926,Beetroot
2025-06-10,-16.778711841155626,Beetroot
2025-06-11,-16.50322780417565,Beetroot
2025-06-12,-16.227884507892156,Beetroot
2025-06-13,320.05301571251,Beetroot
2025-06-14,430.2107923957732,Beetroot
2025-06-15,301.3801581081726,Beetroot
2024-03-01,244.22196910416312,Bell Pepper
2024-03-10,246.7340613041608,Bell Pepper
2024-04-15,122.33340718957393,Bell Pepper
2024-04-27,128.39662466461354,Bell Pepper
2024-05-30,61.867939669359146,Bell Pepper
2024-06-10,129.28761926089598,Bell Pepper
2024-06-25,257.9283086111047,Bell Pepper
2024-06-30,260.64248434170344,Bell Pepper
2024-07-21,263.2503127318449,Bell Pepper
2024-07-31,279.57758779217215,Bell Pepper
2024-09-11,284.7932452696001,Bell Pepper
2024-10-09,288.27034961759966,Bell Pepper
2024-12-11,296.09383702403363,Bell Pepper
2025-01-04,159.69057214692964,Bell Pepper
2025-01-17,284.20867911009833,Bell Pepper
2025-01-31,285.94723223542667,Bell Pepper
2025-03-27,99.24682041414917,Bell Pepper
2025-03-28,292.9014425457839,Bell Pepper
2025-06-27,304.20203429940426,Bell Pepper
2025-07-18,306.80986316581317,Bell Pepper
2025-08-17,311.9297843261751,Bell Pepper
2025-08-18,183.1827489363685,Bell Pepper
2025-08-19,310.08488491796305,Bell Pepper
2025-08-20,327.38778355211576,Bell Pepper
